OrgID,IndustryDesc,2010 Org Official Name,CEI Brands,2007 Brands,BG Category 2010,2008 Brands,2010 CEI Rating,BG Common Name,BG Brand Name - 2010,rpt2010BuyersGuideDataPullAllCo.OrgOfficialName,2010 DB PullBrands,New to Buyers Guide,Newly Rated 2010 CEI,National Corp Partner,Notes
51980,Internet Services and Retailing,Liberty Media Corp.,,,Where to Shop,,?,Liberty Media ,QVC,,,,,,
5046,Retail and Consumer Products,"Lowe's Companies, Inc.",,,Where to Shop,,?,Lowe's,,,,,,,
35622,Retail and Consumer Products,Michaels Stores,,,Where to Shop,,?,Michaels,,,,x,,,
1180,"Food, Beverages and Groceries",Pathmark Stores Inc.,,,Where to Shop,,?,Pathmark,,,,,,,
19694,Retail and Consumer Products,PetSmart Inc.,,,Where to Shop,,?,PetSmart,,,,x,,,
14500,"Food, Beverages and Groceries",Publix Super Markets,Publix,,Where to Shop,,?,Publix Super Markets,,,,,,,
52400,"Food, Beverages and Groceries","Weis Markets, Inc.",,,Where to Shop,,?,Weis,Save-A-Lot,Save-A-Lot,,x,,,
13508,Retail and Consumer Products,Williams-Sonoma Inc.,,,Where to Shop,,?,Williams-Sonoma,Pottery Barn; West Elm,Pottery Barn; West Elm,,x,,,
14628,"Food, Beverages and Groceries",Winn-Dixie Stores Inc.,Winn-Dixie,,Where to Shop,,?,Winn-Dixie Stores ,Thrifty Maid; Winn & Lovett,,,,,,
1201,Retail and Consumer Products,Barnes & Noble Inc.,BN.com; Sterling; SparkNotes; B.Dalton,,Where to Shop,"B. Dalton Bookseller, Doubleday",100,Barnes & Noble,B. Dalton Bookseller,Barnes & Noble Inc.,BN.com; Sterling; SparkNotes,,,,
14335,Retail and Consumer Products,Best Buy Co. Inc.,"Bestbuy.com, LLC; Magnolia Hi-Fi, Inc.; Best Buy Stores, L.P.; Best Buy Canada, Ltd.; Pacific Sales Kitchen and Bath Centers, Inc.",,Where to Shop,Geek Squad; Future Shop; Magnolia Home Theate,100,Best Buy,Geek Squad; Future Shop; Magnolia Home Theater,Best Buy Co. Inc.,"Bestbuy.com, LLC; Magnolia Hi-Fi, Inc.; Best Buy Stores, L.P.; Best Buy Canada, Ltd.; Pacific Sales Kitchen and Bath Centers, Inc.",,,,
2006,Retail and Consumer Products,Borders Group Inc.,Borders; Waldenbooks/Brentanos; Borders Express; Borders Outlet; Paperchase,Future Shop; Geek Squad; Magnolia Home Theater,Where to Shop,Waldenbooks/Brentanos,100,Borders,Waldenbooks,Borders Group Inc.,Borders; Waldenbooks/Brentanos; Borders Express; Borders Outlet; Paperchase,,,,
1452,Retail and Consumer Products,Costco Wholesale Corp.,No info available,,Where to Shop,,100,Costco ,,Costco Wholesale Corp.,No info available,,,,
35665,Internet Services and Retailing,eBay Inc.,eBay; Paypal; Skype; StubHub; Shopping.com; Kijiji; mobile.com; marktplaatz,,Where to Shop,,100,eBay ,Shopping.com; StubHub,eBay Inc.,eBay; Paypal; Skype; StubHub; Shopping.com; Kijiji; mobile.com; marktplaatz,,,,
43541,"Food, Beverages and Groceries",Food Lion LLC,Food Lion; Bloom; Bottom Dollar Food; Harveys; Reid's,,Where to Shop,Bloom; Bottom Dollar Food; Harveys; Reid's,100,Food Lion,Bloom; Bottom Dollar Food; Harveys,Food Lion LLC,Food Lion; Bloom; Bottom Dollar Food; Harveys; Reid's,,,,
52087,Retail and Consumer Products,GameStop Corp.,GameStop; EB Games ,Brentanos; Waldenbooks,Where to Shop,EB Games; Electronics Boutique,100,GameStop,EB Games,GameStop Corp.,GameStop; EB Games ,,,,
14792,Retail and Consumer Products,Hallmark Cards Inc.,,Quill,Where to Shop,,100,Hallmark Cards ,,Hallmark Cards Inc.,,,,,
1187,Retail and Consumer Products,Sears Holdings Corp.,Craftsman; Kenmore; Joe Boxer; Lands End; DieHard; Covington; Structure,EB Games; Electronics Boutique,Where to Shop,Kmart; Lands' End,100,Sears,Kmart,Sears Holdings Corp.,"Craftsman; Kenmore; Joe Boxer; Lands End; DieHard; Covington; Structure, Apostrophe, Route 66",,,,
454,"Food, Beverages and Groceries",Supervalu Inc.,Acme; Albertsons; Bristol Farms; Cub Foods; Farm Fresh; Jewel-Osco; Save-A-Lot; Shaw's; Shop 'n Save; Shoppers Food,Kmart,Where to Shop,Acme Markets; Albertsons; Bristol Farms; Cub Foods; Farm Fresh; Hornbacher's; Jewel-Osco; Osco Pharmacy; Save-A-Lot; Sav-on; Shaws; Shop 'n Save; Shoppers Food; Sunflower Market,100,SUPERVALU,Acme Markets; Albertsons; Bristol Farms; Cub Foods; Farm Fresh; Hornbacher's; Jewel-Osco; Osco Pharmacy; Save-A-Lot; Sav-on; Shaws; Shop 'n Save; Shoppers Food; Sunflower Market,Supervalu Inc.,Acme; Albertsons; Bristol Farms; Cub Foods; Farm Fresh; Jewel-Osco; Save-A-Lot; Shaw's; Shop 'n Save; Shoppers Food,,,,
1153,Retail and Consumer Products,Target Corp.,,Bloom; Bottom Dollar Food; Harveys; Reid's,Where to Shop,,100,Target,,Target Corp.,,,,,
868,"Apparel, Fashion, Textiles, Dept. Stores","TJX Companies, Inc., The",T.J.Maxx;Marshalls; HomeGoods; A.J.Wright; Bob's Stores; TKMaxx; WINNERS'; HomeSense,,Where to Shop,,100,TJX,HomeGoods,"TJX Companies Inc., The",T.J.Maxx;Marshalls; HomeGoods; A.J.Wright; Shoe MegaShop by Marshalls; TKMaxx; WINNERS'; HomeSense,,,,
989,"Food, Beverages and Groceries",Walgreen Co.,,Acme Markets; Albertsons; Bristol Farms; Cub Foods; Jewel-Osco; Osco Drug; Save-A-Lot; Savon; Shaws; Shop 'n Save; Shoppers Food; Sunflower Market; Warehouse,Where to Shop,,100,Walgreens,,Walgreen Co.,,,,,
4994,Internet Services and Retailing,Amazon.com Inc.,National Retailer,,Where to Shop,,95,Amazon.com,,Amazon.com Inc.,,,,,
1870,Retail and Consumer Products,Limited Brands Inc.,"Victoria's Secret, PINK, La Senza, Bath and Body Works, C.O. Bigelow, White Barn Candle Company and Henri Bendel",,Where to Shop,,95,Limited Brands ,Bath & Body Works; C.O. Bigelow; White Barn Candle Company,Limited Brands Inc.,"Victoria's Secret, PINK, La Senza, Bath and Body Works, C.O. Bigelow, White Barn Candle Company and Henri Bendel",,,,
1167,Retail and Consumer Products,Staples Inc.,,,Where to Shop,,93,Staples,Corporate Express,Staples Inc.,,,,,
4908,Pharmaceuticals,CVS Corp.,,,Where to Shop,,90,CVS,Caremark Pharmacy; Longs Drug Store,CVS Caremark Corp.,,,,,
8684,Retail and Consumer Products,OfficeMax Inc.,OfficeMax; Reliable Office Supplies; Grand & Toy; Tul,Quik Stop; Turkey Hill,Where to Shop,,90,OfficeMax,,OfficeMax Inc.,OfficeMax; Reliable Office Supplies; Grand & Toy; Tul,,,,
1206,Retail and Consumer Products,Home Depot Inc.,Hampton Bay; Pegasus; Ridgid; Ryobi; Husky; Veranda; Vigoro,,Where to Shop,EXPO Design Center,85,Home Depot,,"Home Depot Inc., The",Hampton Bay; Pegasus; Ridgid; Ryobi; Husky; Veranda; Vigoro,,,,
1200,"Food, Beverages and Groceries",Rite Aid Corp.,Rite Aid,EXPO Design Center ,Where to Shop,,85,Rite Aid,,Rite Aid Corp.,Rite Aid,,,,
1456,"Food, Beverages and Groceries",Whole Foods Market Inc.,,Binney & Smith (Crayola),Where to Shop,,85,Whole Foods,,Whole Foods Market Inc.,Seventh Generation; Kashi Co; Natures Path; Earths Best; Annies Homegrown; Imagine Foods; New Chapter; Natures Way; Organic Valley Farms; Dr Hauschka,,,,
555,"Food, Beverages and Groceries",Hannaford Brothers,Hannaford Supermarkets,,Where to Shop,,83,Hannaford Brothers,,Hannaford Brothers,Hannaford Supermarkets,,,,
14959,Retail and Consumer Products,Harry & David Holdings Inc.,Harry & David,"Babies ""R"" US; Kids ""R"" Us",Where to Shop,Harry & David,83,Harry & David,,Harry & David Holdings Inc.,Harry & David; Wolferman's; Cushman's,,,,
1470,"Food, Beverages and Groceries",Ahold USA Inc.,"FoodHold, USA; ",,Where to Shop,Stop & Shop,78,Ahold USA,Giant; Peapod; Stop & Shop,Ahold USA Inc.,"FoodHold, USA; ",,,,
14783,"Food, Beverages and Groceries",H.E. Butt Grocery Co.,,,Where to Shop,,75,H-E-B,Central Marketplace; Gas 'N Go,H.E. Butt Grocery Co.,,,,,
55065,Internet Services and Retailing,Hanover Direct Inc.,,,Where to Shop,,75,Hanover Direct, The Company Store; Domestications,The Company Store; Domestications,"Silhouettes, The Company Store, Company Kids, Undergear, Scandia Down, Domestications",x,x,,
1465,"Food, Beverages and Groceries","Kroger Co., The",,Stop & Shop,Where to Shop,Quik Stop; Turkey Hill,75,Kroger,Bakers; Dillon Food Stores; Fred Meyer; Kwik Shop; Quality Food Centers; Quik Stop; Ralphs; Turkey Hill Minit Markets,"Kroger Co., The",,,,,
1185,Retail and Consumer Products,Toys 'R' Us Inc.,"Babies ""R"" Us; Toys ""r"" Us",,Where to Shop,"Babies ""R"" US;Toys ""r"" Us",70,Toys 'R' Us,Babies 'R' Us,Toys 'R' Us Inc.,"Toys""R""Us; Babies""R""Us; FAO Schwarz; Toysrus.com; eToys.com; babyuniverse.com",,,,
1172,Retail and Consumer Products,Office Depot Inc.,,B Dalton Bookseller,Where to Shop,,45,Office Depot,,Office Depot Inc.,,,,,
872,Retail and Consumer Products,RadioShack Corp.,,,Where to Shop,,40,RadioShack,,RadioShack Corp.,,,,,
1192,Retail and Consumer Products,Wal-Mart Stores Inc.,SAMS Club; Wal-Mart; Wal-Mart Supercenter,,Where to Shop,SAMS Club; Wal-Mart; Wal-Mart Supercenter,40,Wal-Mart,Marketside; Sam's Club,Wal-Mart Stores Inc.,Walmart,,,,
14782,Retail and Consumer Products,Meijer Inc.,,Sam's Club,Where to Shop,,20,Meijer ,,Meijer Inc.,,,,,
1242,Mail and Freight Delivery,United Parcel Service Inc. (UPS),UPS; Mail Boxes Etc.,,You've Got Mail,"Mail Boxes, Etc.; UPS",100,UPS,,United Parcel Service Inc. (UPS),,,,,
500,Mail and Freight Delivery,FedEx Corp.,FedEx; FedEx Express; FedEx Ground; FedEx Freight; FedEx Kinko's Office and Print Services; ,"Mail Boxes, Etc",You've Got Mail,FedEx; FedEx Kinko's,70,FedEx,,FedEx Corp.,FedEx; FedEx Express; FedEx Ground; FedEx Freight; FedEx National LTL; FedEx Office and Print Services; FedEx Trade Networks; FedEx Custom Critical; FedEx Global Supply Chain Services,,,,
