OrgID,IndustryDesc,2010 Org Official Name,CEI Brands,2007 Brands,BG Category 2010,2008 Brands,2010 CEI Rating,BG Common Name,BG Brand Name - 2010,rpt2010BuyersGuideDataPullAllCo.OrgOfficialName,2010 DB PullBrands,New to Buyers Guide,Newly Rated 2010 CEI,National Corp Partner,Notes
1563,Pharmaceuticals,GlaxoSmithKline plc,Agenerase;Augmentin;Avandia;Avodart;Combivir;Epivir;Flonase;Imitrex;Retrovir;Advair;Trizivir;Valtrex;WellbutrinXL;Ziagen;Zofran;Fluarix;Twinrix;Infanrix;Havrix;Boniva;Zovirax;Boostrix;Pediarix;Abreva; Alli; Aquafresh;Citrucel;Nicorette;Os-cal;Polident;Con,Abreva; Aquafresh; Citrucel; Contac; NicoDerm CQ; Nicorette; Polident; Sensodyne; Tums,Health & Beauty,Abreva; Aquafresh;Citrucel; NicoDerm CQ; Nicorette; Os-cal; Polident; Sensodyne; Tums; ,100,GlaxoSmithKline,Abreva; Aquafresh; Citrucel; Commit; FiberChoice; NicoDerm CQ; Nicorette; Os-Cal; Polident; Sensodyne; Tums,GlaxoSmithKline plc,Advair;Agenerase;Augmentin;Avandia;Avodart;Combivir;Epivir;Flonase;Imitrex;Retrovir;Advair;Trizivir;Valtrex;WellbutrinXL;Ziagen;Zofran;Fluarix;Twinrix;Infanrix;Havrix;Boniva;Zovirax;Boostrix;Pediarix;Abreva; Alli; Aquafresh;Citrucel;Nicorette;Os-cal;Polid,,,,
1228,Pharmaceuticals,Johnson & Johnson,,Acuvue; Aveeno; Band-Aid; Clean & Clear; Imodium; Lactaid; Monistat; Motrin; Neutrogena; Pepcid AC; Reach; Stayfree; Tylenol,Health & Beauty,Acuvue; Aveeno; Band-Aid; Clean & Clear; Imodium; Lactaid; Monistat; Motrin; Neutrogena; Pepcid AC; Reach; Stayfree; Tylenol,100,Johnson & Johnson,"Acuvue; Aveeno; Band-Aid; Benadryl, BenGay, Clean & Clear; e.p.t., Imodium; Lactaid; Listerine, Monistat; Motrin; Mylanta; Neutrogena; Pepcid AC; Reach; Rolaids, Stayfree; Sudafed, Tylenol, Tylenol-PM; Visine",Johnson & Johnson,,,,NCP - Tylenol-PM,
623,Retail and Consumer Products,Kimberly-Clark Corp.,"KLEENEX; HUGGIES; KOTEX; SCOTT; DEPEND; PULL-UPS;VIVA, COTTONELLE;LITTLE SWIMMERS;POISE",Kleenex; Huggies; Kotex; Scott; Depend; Pull-Ups; Viva,Health & Beauty,Depends; Kleenex; Kotex; Scott,100,Kimberly-Clark,Depends; Kleenex; Kotex; Poise; Scott,Kimberly-Clark Corp.,"KLEENEX; HUGGIES; KOTEX; SCOTT; DEPEND; PULL-UPS;VIVA, COTTONELLE;LITTLE SWIMMERS;POISE",,,,
1888,Home Furnishing,Newell Rubbermaid Inc.,Rubbermaid; Graco; Calphalon; Levolor; Sharpie; Waterman; Dymo; Expo; PaperMate; Shur-Line; Irwin; Bernzomatic; Goody; Kirsch; Parker,"Accent; Ace; Calphalon; Expo; Goody; Irwin; Lenox; Levelor/Kirsch; Liquid-Paper; Paper Mate; Rolodex, Sanford; Sharpie; Shurline; Uni-Ball",Health & Beauty,Amerock; Bernzomatic; Irwin; Lenox; Levolor; Kirsch,100,Newell Rubbermaid,Goody; Solano,Newell Rubbermaid Inc.,Rubbermaid; Graco; Calphalon; Levolor; Sharpie; Waterman; Dymo; PaperMate; Irwin; Goody: Lenox; Parker; Technical Concepts; Aprica,,,,
1502,Pharmaceuticals,Novartis Pharmaceutical Corp.,"Interceptor (heartworm medication); Habitrol/Nicotenell, Diovan; Lotrel, Lamisil, Xolair,Glivec;Exelon, Famvir, Neoral, Exforge, Femara, Exjade, Zometa; Visudyne, Contact Lens (Night & Day/O2OPTIX), Benefiber, Tekturna, Gerber Baby Products; Theraflu; Der",Aquify; Boost; Bufferin; Excedrin; Ex-Lax; Focus Contact Lenses; Gas-X; Habitrol/Nicotinell; Lamisil; Maalox; Night & Day/O2OPTIX; No-Doz; Theraflu; Triaminic,Health & Beauty,4-Way; Boost; Bufferin; Ex-Lax; Excedrin; Gas-X; Maalox;Night & Day/O2OPTIX; No-Doz; Theraflu; Triaminic; Vagistat ,100,Novartis,4-Way; Benefiber; Boost; Bufferin; Comtrex; Doan's; Ex-Lax; Excedrin; Gas-X; Habitrol; Maalox; Night & Day/O2OPTIX; No-Doz; Tavist; Theraflu; Triaminic; Vagistat; ,Novartis Pharmaceuticals Corp.,"Interceptor (heartworm medication); Habitrol/Nicotenell, Diovan; Reclast, Lamisil, Xolair,Glivec;Exelon, Famvir, Neoral, Exforge, Femara, Exjade, Zometa; Visudyne, Contact Lens (Night & Day/O2OPTIX), Benefiber, Tekturna, Theraflu; Deramaxx; ",,,,
765,Pharmaceuticals,Pfizer Inc.,Lipitor; Norvasc; Celebrex; Lyrica; Viagra; Xalatan/Xalacom; Zyrtec; Detrol; Camptosar; Zyvox; Chantix; Geodon; Genotropin; Vfend; Sutent; Caduet; Zoloft; Zithromax; Aricept; Relpax; Revatio; Aromasin; Eraxis; Selzentry; Rebif; Spiriva,Benadryl; BenGay; Cortizone; Listerine; Neosporin; Purell; Rogaine; Rolaids; Sudafed; Visine; Zantac,Health & Beauty,Benadryl; BenGay; Cortizone; EPT; Listerine; Lubriderm; Neosporin; Purell; Rogaine; Rolaids; Sudafed; Visine; Zantac                       ,100,Pfizer,Advil; Alavert; Anbesol; Caltrate; Centrum; ChapStick; Cortizone; Dimetapp; FiberCon; Preparation H; Purell; Robitussin,Pfizer Inc.,Lipitor; Norvasc; Celebrex; Lyrica; Viagra; Xalatan/Xalacom; Detrol; Camptosar; Zyvox; Chantix; Geodon; Genotropin; Vfend; Sutent; Caduet; Zoloft; Zithromax; Aricept; Relpax; Revatio; Aromasin; Eraxis; Selzentry; Rebif; Spiriva,,,,
1233,Retail and Consumer Products,Procter & Gamble Co.,Pantene; Tide; Pampers; Charmin; Bounty; Always; Crest; Dawn; Downy; Folgers; Gillette; Head and Shoulders;Iams; Olay;Pringles,Aussie; Braun; Charmin; Clairol; Cover Girl; Crest; Gillette; Head & Shoulders; Herbal Essence; Ivory; Mach 3; Max Factor; Metamucil; Nice 'n Easy; Noxzema; Nyquil; Olay; Old Spice; Oral-B; Pampers; Pantene Pro-V; Pert Plus; Pepto-Bismol; Puffs; Rembrandt,Health & Beauty,Always; Aussie; Clairol; Cover Girl; Crest; Gillette; Head & Shoulders; Herbal Essence; Ivory; Max Factor; Men's Choice; Nice 'n Easy; Noxema; Olay; Old Spice; Pantene;  Pepto-Bismol; Pert Plus; Puffs; Scope; Secret; Tampax; Vicks,100,Procter & Gamble,"Always; Aussie; Clairol; Cover Girl; Crest; Fixodent; Gillette; Head & Shoulders; Herbal Essence; Ivory; Max Factor; Metamucil, Noxema; Olay; Old Spice; Oral-B; Pantene; Pepto-Bismol; Puffs; Scope; Secret; Tampax; Vicks; Zest",Procter & Gamble Co.,Pantene; Tide; Pampers; Charmin; Bounty; Always; Crest; Dawn; Downy; Gillette; Head and Shoulders;Iams; Olay;Pringles,,,,
14325,Retail and Consumer Products,S.C. Johnson & Son Inc.,EDGE; GLADE; OFF!; PLEDGE; RAID; SCRUBBING BUBBLES; SHOUT; WINDEX; ZIPLOC;,Drano; Edge; Fantastik; Glade; Grab-it; OFF; Oust; Pledge; Raid; Saran; Scrubbing Bubbles; Shout; Skintimate; Vanish; Windex; Ziploc,Health & Beauty,Edge; Skintimate,100,S.C. Johnson & Son,Edge; Skintimate,S.C. Johnson & Son Inc.,GLADE; OFF!; PLEDGE; RAID; SCRUBBING BUBBLES; SHOUT; WINDEX; ZIPLOC;,,,,
2060,Pharmaceuticals,Schering-Plough Corp.,"Coppertone; Dr. Scholls; Claritin; Levitra; Zetia, Vytorin; Afrin",Afrin; Bain de Soleil; Claritin; Coppertone; Dr. Scholls; Tinactin,Health & Beauty,Afrin; Bain de Soleil; Claritin; Coppertone; Dr. Scholls;  Tinactin,100,Schering-Plough ,Afrin; Bain de Soleil; Claritin; Coppertone; Dr. Scholl's; Tinactin,Schering-Plough Corp.,"Coppertone; Dr. Scholls; Claritin; Levitra; Zetia, Vytorin; Afrin",,,,
51890,Retail and Consumer Products,Unilever,Dove; Hellmann's; AXE; Breyers Ice Cream; Ben & Jerry's; Popsicle; Lipton; Suave; Bertolli; Caress; Country Crock; Degree; Knorr; Popsicle; Q-tips; Skippy Peanut Butter; Slim-Fast; Vaseline;Sunsilk;...,,Health & Beauty,AXE; Caress; Degree; Dove; Lever 2000; Pond's; Suave; Vaseline;  Q-tips,100,Unilever,"AXE; Brut; Caress; Closeup, Degree; Dove; Lever 2000; Organics; Pond's; Q-tips; Suave; Sunsilk; ThermaSilk; Vaseline",Unilever,Dove; Hellmann's; AXE; Breyers Ice Cream; Ben & Jerry's; Popsicle; Lipton; Suave; Bertolli; Caress; Country Crock; Degree; Knorr; Popsicle; Q-tips; Skippy Peanut Butter; Slim-Fast; Vaseline;Sunsilk;...,,,,
1190,Retail and Consumer Products,Colgate-Palmolive Co.,Colgate; Palmolive; Irish Spring; Softsoap; Mennen; Ajax; Murphy Oil Soap; Suavitel; Fabulouso; Hill's Science Diet,Actibrush; Colgate;  Irish Spring; Mennen; Palmolive; Skin Bracer; SoftSoap; Speed Stick,Health & Beauty,Colgate; Irish Spring; Mennen; Palmolive; Skin Bracer; Softsoap; Speedstick,95,Colgate-Palmolive ,Irish Spring; Mennen; Skin Bracer; Softsoap; Speedstick,Colgate-Palmolive Co.,Colgate; Palmolive; Irish Spring; Softsoap; Mennen; Ajax; Murphy Oil Soap; Suavitel; Fabulouso; Hill's Science Diet,,,,
1210,Retail and Consumer Products,Avon Products Inc.,ANEW; Skin-So-Soft; Ultra Color Rich Lipstick,Beyond Color; Color Trend; Hydra Finish; Perfect Wear; Skin-So-Soft,Health & Beauty,ANEW; Beyond Color; Color Trend; Perfect Wear; Skin-So-Soft; Ultra Color Rich Lipstick,90,Avon Products,ANEW; Beyond Color; Color Trend; Perfect Wear; Skin-So-Soft; Ultra Color Rich Lipstick,Avon Products Inc.,ANEW; Skin-So-Soft; Ultra Color Rich Lipstick,,,,
1761,Healthcare,Abbott Laboratories,"Medical Products, Nutritionals and Pharmaceuticals",Ensure,Health & Beauty,Ensure,80,Abbott Laboratories,AdvantEdge; EAS-Myoplex; Ensure; Similac,Abbott Laboratories,"Freestyle glucose monitoring system and test strips; Similac infant formula; Pedialyte rehydration solutions for infants and children; Ensure adult nutritional products; ZonePerfect nutrition bars and shakes; EAS nutrition bars, shakes and supplements; Gl",,,,
2019,Chemicals and Biotechnology,Bayer Corp.,Bayer Aspirin;Aleve;Flinstone Vitamins;One-a-Day Vitamins;Bayer Advanced Lawn & Garden; Bayer Advantage; Bayer Advantix; Midol; Yasmin; Kogenate; Levitra,Aleve; Alka-Seltzer; Femstat 3; Flintstones Vitamins; Midol; One-A-Day,Health & Beauty,Aleve; Alka-Seltzer; Midol; One-A-Day,80,Bayer,Aleve; Alka-Seltzer; Contour; Flintstones; Midol; One-A-Day; Phillips' Milk of Magnesia,Bayer Corp.,Yazmin; Betaferon; Kogenate; Adalat; Avalox; Contour; Aspirin; Advantage; Aleve; One-A-Day,,,,
15029,Retail and Consumer Products,Regis Corp.,,,Health & Beauty,,68,Regis Corp.,Cost Cutters; Famous Hair; Hair Club for Men & Women; Hair Masters; Magicuts; MasterCuts; Sassoon; Supercuts,Cost Cutters; Famous Hair; Hair Club for Men & Woment; Hair Masters; Magicuts; MasterCuts; Sassoon; Supercuts,Hair Club for Men and Women;Regis Salon;Cool Cuts for Kids;MasterCuts;Supercuts;Sassoon Salon;Jean Louis David,x,x,,
1252,Automotive,Goodyear Tire & Rubber Co.,Dunlop Tyres; Goodyear Tires; Kelly Tires,,Hitting the Road,,?,Goodyear Tire ,Dunlop; Kelly,,,,,,
1211,"Transportation, Travel",Harley-Davidson Inc.,,,Hitting the Road,,?,Harley-Davidson,Buell; Dyna,,,,,,
52308,Retail and Consumer Products,"Pep Boys-Manny, Moe & Jack",,,Hitting the Road,,?,Pep Boys,,,,x,,,
43507,Insurance,"AAA Northern California, Nevada and Utah",,,Hitting the Road,,100,"AAA Northern California, Nevada and Utah",,"AAA Northern California, Nevada and Utah",,,,,
1776,Oil and Gas,BP America Inc.,Amoco; Arco; BP,Amoco; Arco,Hitting the Road,Amoco,100,BP,Castrol,BP America Inc.,Amoco; Arco; BP,,,NCP,
43059,Retail and Consumer Products,Carmax Inc.,,,Hitting the Road,,100,CarMax,,Carmax Inc.,,,,,
1227,Automotive,Chrysler LLC,Dodge; Chrysler; Jeep,Dodge; Jeep; Mercedes,Hitting the Road,Dodge;  Jeep,100,Chrysler,Dodge; Jeep,Chrysler LLC,Dodge; Chrysler; Jeep,,,,
1171,Retail and Consumer Products,Clorox Co.,Clorox; Glad; Brita; Kingsford; Armor All; STP; Pine-Sol; Formula 409; Liquid-Plumr; Tilex; S.O.S; Wash'n Dri; Lestoil; Tuff Stuff; Handi-Wipes; Hidden Valley; K C Masterpiece; Kitchen Bouquet; Fresh Step; Scoop Away; EverFresh; Ever Clean; Burt's Bees; G,Armor All; STP,Hitting the Road,Armor All; STP,100,Clorox,Armor All; STP; Tuff Stuff,Clorox Co.,Clorox; Burt's Bees; Greenworks; Pine Sol; Glad; Brita; Kingsford; Armor All; STP; Formula 409; Liquid-Plumr;  Hidden Valley; K C Masterpiece; Kitchen Bouquet; Fresh Step; Scoop Away; EverFresh; Ever Clean; Tilex; S.O.S; Wash'n Dri; Lestoil; Tuff Stuff; H,,,,
13516,Entertainment and Electronic Media,Cox Enterprises Inc.,,,Hitting the Road,,100,Cox Enterprises,AutoTrader.com; Manheim,Cox Enterprises Inc.,Cox Communications; Manheim; AutoTrader.com; Cox Media Group,,,NCP,
1250,Automotive,Ford Motor Co.,Ford; Volvo; Mazda; Lincoln; Mercury; Ford Credit; Genuine Parts & Service; Motorcraft,Aston Martin; Jaguar; Land Rover; Lincoln; Mazda; Mercury; Volvo Cars of North America,Hitting the Road,Ford; Jaguar;  Land Rover;  Lincoln; Mazda; Mercury; Volvo,100,Ford ,"Lincoln; Mazda; Mercury; Volvo
    ",Ford Motor Co.,Ford; Volvo; Mazda; Lincoln; Mercury; Ford Credit; Genuine Parts & Service; Motorcraft,,,,
1245,Automotive,General Motors Corp.,Chevrolet; Pontiac; Buick; GMC; Saturn; Cadillac; Hummer; Saab,Buick; Cadillac; Chevrolet; GMAC; GMC; Hummer; OnStar; Pontiac; Saab; Saturn,Hitting the Road,Buick; Cadillac; Chevrolet; GMC; Hummer; OnStar; Pontiac; Saturn; Saab; ,100,GM,Buick; Cadillac; Chevrolet; GMC; Hummer; OnStar; Pontiac; Saab,General Motors Corp.,Chevrolet; Pontiac; Buick; GMC; Saturn; Cadillac; Hummer; Saab,,,,
1810,Oil and Gas,Shell Oil Co.,Shell gasolines; Black Magic;Blue Coral; Fix-A-Flat;Jiffy Lube; Quaker State; Pennzoil;  Roteller; Raino-X; Clear Magic; ,Fix-A-Flat; Jiffy Lube; Pennzoil; Quaker State,Hitting the Road,Black Magic;Blue Coral; Fix-A-Flat; Jiffy Lube; Pennzoil; Quaker State; ,100,Shell Oil,Black Magic; Blue Coral; Clear Magic; Fix-A-Flat; Jiffy Lube; Quaker State; Pennzoil; Rain-X,Shell Oil Co.,Shell gasolines; Black Magic;Blue Coral; Fix-A-Flat;Jiffy Lube; Quaker State; Pennzoil;  Roteller; Raino-X; Clear Magic; ,,,NCP,
105,Automotive,Subaru of America Inc.,Subaru automobiles,Subaru,Hitting the Road,,100,Subaru,,Subaru of America Inc.,Subaru automobiles,,,,
52030,Automotive,Toyota Motor Sales USA Inc.,Toyota; Scion; Lexus,Lexus; Scion,Hitting the Road,,100,Toyota ,"Lexus, Scion",Toyota Motor Sales USA Inc.,Toyota; Scion; Lexus,,,NCP - Lexus,
8661,Automotive,Volkswagen of America Inc.,Volkswagen; Audi; Bentley; Bugatti; Lamborgini,Audi; Bentley,Hitting the Road,Audi; Bentley,100,Volkswagen,Audi; Bentley; Bugatti; Lamborghini,Volkswagen of America Inc.,Volkswagen; Audi; Bentley; Bugatti; Lamborgini,,,,
817,"Transportation, Travel",Ryder System Inc.,,Ryder,Hitting the Road,,93,Ryder,,Ryder System Inc.,,,,,
13331,Automotive,Bridgestone Americas Holding Inc.,Bridgestone; Firestone,Firestone,Hitting the Road,,80,Bridgestone,Dayton; Firestone,Bridgestone Americas Holding Inc.,Bridgestone; Firestone; Dayton,,,,
43112,Automotive,Nissan North America Inc.,,Infiniti,Hitting the Road,Infiniti,50,Nissan,Infiniti,Nissan North America Inc.,,,,,
14771,Automotive,Cooper Tire & Rubber,"Cooper Lifeliner, Cooper Discoverer",,Hitting the Road,,33,Cooper Tire & Rubber,,Cooper Tire & Rubber Co.,"Cooper Lifeliner, Cooper Discoverer",,,,
14644,Retail and Consumer Products,AutoZone Inc.,,,Hitting the Road,,25,AutoZone ,Duralast; Valucraft,AutoZone Inc.,,,,,
51989,Engineering and Construction,Beazer Homes USA,,,Home & Garden,,?,Beazer Homes,,,,,,,
4904,Insurance,Berkshire Hathaway Inc.,,,Home & Garden,,?,Berkshire Hathaway,Benjamin Moore;The Pampered Chef; Shaw Floors,,,,,,
14737,Home Furnishing,Fortune Brands Inc.,,,Home & Garden,,?,Fortune Brands,Aristokraft; Master Lock; MasterBrand; Moen; Omega; Schrock; Waterloo,,,,,,
52481,Home Furnishing,Jarden Corp.,,,Home & Garden,,?,Jarden,Ball; Coleman; Diamond; FoodSaver; Mr. Coffee; Oster; Sunbeam,Ball; Coleman; Diamond; FoodSaver; Health o Meter; Mr. Coffee; Oster; Sunbeam,,x,,,
52264,Home Furnishing,La-Z-BoyIncorporated,,,Home & Garden,,?,La-Z-Boy,Bauhaus; England; Kincaid,Bauhaus; England; Kincaid,,x,,,
14750,Home Furnishing,Leggett & Platt Inc.,,,Home & Garden,,?,Leggett & Platt,,,,,,,
14413,Engineering and Construction,Lennar Corp,,,Home & Garden,,?,Lennar ,Cambridge; Greystone; NuHome; Patriot; U.S. Home; Village Builders,,,,,,
14309,Home Furnishing,Masco Corp.,,,Home & Garden,,?,Masco ,Alsons; American Shower & Bath; Aqua Glass; Axor; BrassCraft; Delta Faucet,,,,,,
52505,Home Furnishing,Sealy Corp.,,,Home & Garden,,?,Sealy,Bassett; Meyer; Stearns & Foster,Bassett; Meyer; Stearns & Foster,,x,,,
14287,Chemicals and Biotechnology,"Sherwin-Williams Co., The",Andina; Colorgin; Cuprinol; Dupli-color; Dura Clad; Dutch Boy; EverLast; Formby's; Globo; H&C ; Kem-Tone; Krylon; Marson; Martin Senour; Maxwood Latex Stains; Minwax; Plastic Kote ;Pratt & Lambert; Pulverlack; Red Devil; Ronseal; Rubberset; Sherwin-Willia,,Home & Garden,,?,Sherwin-Williams,ArmorSeal,,,,,,
51990,Engineering and Construction,"Toll Brothers, Inc.",,,Home & Garden,,?,Toll Brothers,,,,,,,
1170,Chemicals and Biotechnology,DuPont (E.I. du Pont de Nemours),Tyvek; Corian; Kevlar; Nomex; Zodiaq quartz surfaces;Teflon; Teflon Car Care; DuPont Garden Products; GreenVista garden products; SentryGlas; Simplicity solid surfaces;Sorona; Solae soy protein,Corian; Kevlar; Nomex; Tyvek,Home & Garden,Corian; Kevlar; Nomex; Teflon; Tyvek; Zodiak,100,DuPont,Corian; GreenVista; Kevlar; Nomex; Sentry Glass; Teflon; Tyvek; Zodiaq,E. I. du Pont de Nemours and Co. (DuPont),Tyvek; Corian; Kevlar; Nomex; Zodiaq quartz surfaces;Teflon; Teflon Car Care; DuPont Garden Products; GreenVista garden products; SentryGlas; Simplicity solid surfaces;Sorona; Solae soy protein,,,,
567,Home Furnishing,Herman Miller Inc.,Herman Miller for the Home; Herman Miller; Geiger;,,Home & Garden,,100,Herman Miller,,Herman Miller Inc.,"Herman Miller for the Home; Herman Miller; Geiger; Brandrud, Herman Miller Health Care",,,,
5077,Retail and Consumer Products,Mitchell Gold + Bob Williams,,,Home & Garden,,100,Mitchell Gold + Bob Williams,,Mitchell Gold + Bob Williams,,,,NCP,
35610,Chemicals and Biotechnology,Monsanto Co.,Asgrow; Bollgard II; DeKalb; Delta Pine; Roundup; Roundup Ready; Seminis; Vistive; YieldGard; YieldGard VT,,Home & Garden,,100,Monsanto,Roundup; Seminis,Monsanto Co.,Genuity; Asgrow; Bollgard II; DeKalb; Delta Pine; Roundup; Roundup Ready; Seminis; Vistive; YieldGard; YieldGard VT,,,,
1888,Home Furnishing,Newell Rubbermaid Inc.,Rubbermaid; Graco; Calphalon; Levolor; Sharpie; Waterman; Dymo; Expo; PaperMate; Shur-Line; Irwin; Bernzomatic; Goody; Kirsch; Parker,"Accent; Ace; Calphalon; Expo; Goody; Irwin; Lenox; Levelor/Kirsch; Liquid-Paper; Paper Mate; Rolodex, Sanford; Sharpie; Shurline; Uni-Ball",Home & Garden,Amerock; Bernzomatic; Irwin; Lenox; Levolor; Kirsch,100,Newell Rubbermaid,Amerock; Bernzomatic; Calphalon; Gardinia; Irwin; Kirsch; Lenox; Levolor,Newell Rubbermaid Inc.,Rubbermaid; Graco; Calphalon; Levolor; Sharpie; Waterman; Dymo; PaperMate; Irwin; Goody: Lenox; Parker; Technical Concepts; Aprica,,,,
14653,Manufacturing,Owens Corning,Owens Corning®; QuietZone®; Foamular®; Cultured Stone®; Cultured Brick®; ProStone™; SunSuites™; Duration™; Oakridge®; The color PINK (the color PINK is a registered trademark),,Home & Garden,,100,Owens Corning,,Owens Corning,Owens Corning®; QuietZone®; Foamular®; Cultured Stone®; AttiCat® Expanding Blown-In PINK Fiberglas™; ProStone™; SunSuites™; Duration™; Oakridge®; PINK FIBERGLAS® Insulation ,,,,
800,Retail and Consumer Products,Replacements Ltd.,"Replacements, Ltd.; Replacements; replacements.com",,Home & Garden,,100,"Replacements, Ltd.",,Replacements Ltd.,"Replacements, Ltd.; Replacements; replacements.com",,,NCP,
1187,Retail and Consumer Products,Sears Holdings Corp.,Craftsman; Kenmore; Joe Boxer; Lands End; DieHard; Covington; Structure,,Home & Garden,Craftsmen; Kenmore,100,Sears,Craftsman; DieHard; Kenmore,Sears Holdings Corp.,"Craftsman; Kenmore; Joe Boxer; Lands End; DieHard; Covington; Structure, Apostrophe, Route 66",,,,
1214,Manufacturing,Whirlpool Corp.,Whirlpool; Maytag; Jenn-Air; KitchenAid; Amana; Gladiator ,Amana; Hoover; JennAir; Kenmore; KitchenAid; Magic Chef; Maytag; Performa; Roper; Speed Queen,Home & Garden,Amana; Gladiator; Jenn-Air; Kenmore; KitchenAid; Magic Chef; Maytag; Performa; Roper; Supermatic  ,100,Whirlpool,Amana; Gladiator; Jenn-Air; Kenmore; KitchenAid; Magic Chef; Maytag; Roper; Supermatic  ,Whirlpool Corp.,Whirlpool; Maytag; Jenn-Air; KitchenAid; Amana; Gladiator ,,,,
1206,Retail and Consumer Products,Home Depot Inc.,Hampton Bay; Pegasus; Ridgid; Ryobi; Husky; Veranda; Vigoro,Hampton Bay; Ridgid; Ryobi; Husky; Veranda; Vigoro; ,Home & Garden,BEHR; Hampton Bay;Traffic Master; Vigoro,85,Home Depot,Behr; Hampton Bay; Husky; TrafficMaster; Vigoro,"Home Depot Inc., The",Hampton Bay; Pegasus; Ridgid; Ryobi; Husky; Veranda; Vigoro,,,,
1828,Miscellaneous,General Electric Co.,Lighting;Appliances;Energy;Oil & Gas;Aviation;GE Money; Commericial Finance; Healthcare; NBC Universal;Transportation Rail; Security ,Hotpoint; Monogram; Profile,Home & Garden,Hotpoint; Monogram; Profile,80,GE,Hotpoint; Monogram; Profile,General Electric Co.,Lighting;Appliances;Energy;Oil & Gas;Aviation;GE Capital; Commericial Finance; Healthcare; NBC Universal;Transportation Rail; Security ,,,,
54240,"Real Estate, Residential",Realogy Corp.,"Better Homes and Gardens Real Estate,Cartus Corporation, Century 21, Coldwell Banker, Coldwell Banker Commercial,Corcoran Group, ERA, NRT, Sotheby’s International Realty Title Resource Group ,  ",,Home & Garden,,80,Realogy,Better Homes and Gardens Real Estate; Century 21; Corcoran Group; Sotheby’s,Realogy Corp.,"Better Homes and Gardens Real Estate,Cartus Corporation, Century 21, Coldwell Banker, Coldwell Banker Commercial,Corcoran Group, ERA, NRT, Sotheby’s International Realty Title Resource Group ,  ",,,,
8703,Engineering and Construction,KB Home,KB Home; KB Home Studio; KB Urban,,Home & Garden,,70,KB Home,,KB Home,KB Home; KB Home Studio; KB Urban,,,,
8683,Retail and Consumer Products,"Black & Decker Corp., The",Black & Decker;DeWALT;Porter-Cable;Delta;Kwikset;Weiser;Baldwin;Price Pfister;Emhart ,,Home & Garden,,50,Black & Decker,Baldwin; Delta; DeWALT; Kwikset; Price Pfister; Weiser,"Black & Decker Corp., The",Black & Decker; DeWALT; Porter-Cable; Delta; Kwikset; Weiser; Baldwin; Price Pfister; Emhart,,,,
14777,Miscellaneous,Mohawk Industries Inc.,,,Home & Garden,,50,Mohawk Industries,Aladdin; Dal-Tile; Durkan; Mohawk; Unilin,Mohawk Industries Inc.,,,,,
5121,Manufacturing,Emerson Electric Co.,Large number of brands - refer to Web site: www.Emerson.com for detail,In-Sink-Erator; White-Rodgers,Home & Garden,In-Sink-Erator; RIDGID; White-Rodgers,45,Emerson Electric,ClosetMaid; Dirt Hound; In-Sink-Erator; RIDGID; White-Rodgers,Emerson Electric Co.,Large number of brands - refer to Web site: www.Emerson.com for detail,,,,
14366,High-Tech/Photo/Science Equip.,Deere & Co.,,John Deere,Home & Garden,,33,John Deere,,Deere & Co.,John Deere,,,,
54442,Retail and Consumer Products,Tupperware Brands Corporation,,,Household Products,,?,Tupperware,,,,x,,,
1813,Miscellaneous,3M Co.,Scotch; Post-it; Nexcare; Vikuiti; Command; Scotch-Brite; Filtrete; O-Cel-O; Thinsulate,Nexcare; ; Post-it; Scotch; Scotch-Brite; Scotchgard,Household Products,Command; Nexcare; O-Cel-O; Post-it; Scotch;  Scotch-Brite; Scotchgard,100,3M,Command; Filtrete; Nexcare; O-Cel-O; Post-it; Scotch; Scotch-Brite; Scotchguard,3M Co.,Scotch; Post-it; Nexcare; Vikuiti; Command; Scotch-Brite; Filtrete; O-Cel-O; Thinsulate,,,,
1171,Retail and Consumer Products,Clorox Co.,Clorox; Glad; Brita; Kingsford; Armor All; STP; Pine-Sol; Formula 409; Liquid-Plumr; Tilex; S.O.S; Wash'n Dri; Lestoil; Tuff Stuff; Handi-Wipes; Hidden Valley; K C Masterpiece; Kitchen Bouquet; Fresh Step; Scoop Away; EverFresh; Ever Clean; Burt's Bees; G,Brita; Clorox; Formula 409; Glad; Handi-Wipes; Kingsford; Lestoil; Liquid-Plumr; Pine-Sol; S.O.S; Tilex; Tuff Stuff; Wash'n Dri,Household Products,Brita; Formula 409; Glad; Handi-Wipes; Kingsford; Lestoil; Liquid-Plumr; Pine-Sol; S.O.S; Tilex; Tuff Stuff; Wash'n Dri,100,Clorox,Brita; Formula 409; Glad; Green Works; Handi-Wipes; Kingsford; Lestoil; Liquid-Plumr; Pine-Sol; S.O.S.; Stain Out; Tilex; Tuff Stuff; Wash'n Dri,Clorox Co.,Clorox; Burt's Bees; Greenworks; Pine Sol; Glad; Brita; Kingsford; Armor All; STP; Formula 409; Liquid-Plumr;  Hidden Valley; K C Masterpiece; Kitchen Bouquet; Fresh Step; Scoop Away; EverFresh; Ever Clean; Tilex; S.O.S; Wash'n Dri; Lestoil; Tuff Stuff; H,,,,
